id	occurrences	surface_count	surfaces	texts
AUTH_NO_AVAILABLE_CHARACTER_SERVER	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]服务器连接[/font][br][br][font size = ""10"" color= ""f36a7c""]目前没有连接到服务器，[br]请等待，以后重试[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Server Connection[/font][br][br][font size = ""10"" color=""f36a7c""]There is no connection to the server currently,[br]please wait and retry later.[/font]"
AUTH_SERVER_LOCKED	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]服务器连接[/font][br][br][font size = ""10"" color= ""f36a7c""]与服务器的连接已经被锁定，请稍后再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Server Connection[/font][br][br][font size = ""10"" color=""f36a7c""]Connection to the server has been locked, please try again later.[/font]"
AUTH_TOO_LONG_ACCOUNT	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]请输入昵称[/font][br][br][font size = ""10"" color= ""f36a7c""]请输入一个2~8字的中文/韩语名字[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Enter a Nickname[/font][br][br][font size = ""10"" color=""f36a7c""]Please input a 2~8 worded Chinese/Hangul name.[/font]"
AUTH_TOO_LONG_PASSWORD	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]输入密码[/font][br][font size = ""10"" color= ""f36a7c""]输入一个包含英文字母和数字的4-6字母密码[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Enter Password[/font][br][br][font size = ""10"" color=""f36a7c""]Enter a 4-6 letter password containing English letters and numbers.[/font]"
AUTH_USER_BLOCK	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]账户通知[/font][br][br][font size = ""10"" color= ""f36a7c""]此账户已被封锁。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Account Notification[/font][br][br][font size = ""10"" color=""f36a7c""]This account has been blocked.[/font]"
AUTH_USER_EXIST	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]用户名确认[/font][br][br][font size = ""10"" color= ""f36a7c""]这个账户已经连接，请确认你的用户名是否正确[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Username Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]This account is already connected, please verify that your username is correct.[/font]"
AUTH_USER_EXIST_IN_CHARACTER_SERVER	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色连接确认[/font][br][br][font size = ""10"" color= ""f36a7c""]此角色目前已连接，[br]请稍后再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Connection Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]This character is currently connected,[br]please try again later.[/font]"
AUTH_USER_KICKOUT_WAIT_PLZ	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]游戏连接描述[/font][br][br][font size = ""10"" color= ""f36a7c""]玩家已经断开连接，请再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Game Connection Description[/font][br][br][font size = ""10"" color=""f36a7c""]Player has been disconnected, please try again.[/font]"
AUTH_USER_NOT_FOUND	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]用户名确认[/font][br][br][font size = ""10"" color= ""f36a7c""]这个账户不存在。[br]请确认你的用户名是否正确。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Username Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]This account doesn't exist.[br]Please verify that your username is correct.[/font]"
AUTH_USER_SAMENAME_EXIST	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]账户确认[/font][br][br][font size = ""10"" color= ""f36a7c""]该账户目前已连接到服务器，请稍后再尝试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Account Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]The account is currently connected to the server, please try again later. [/font]"
AUTH_USER_TEMPORARY_BLOCK	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]连接描述[/font][br][font size = ""10"" color= ""f36a7c""]这个账户目前受到限制，请以后再试[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Connection Description[/font][br][br][font size = ""10"" color=""f36a7c""]This account is currently restricted, please try again later.[/font]"
AUTH_VERSION_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]游戏版本确认[/font][br][br][font size = ""10"" color= ""f36a7c""]游戏没有更新到最新版本，请重新运行更新。 [/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Game Version Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]The game isn't updated to the latest version, please re-run to update.[/font]"
AUTH_WEB_CHECK_AUTH_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]用户认证问题[/font][br][br][font size = ""10"" color= ""f36a7c""]关于用户认证，请参考网站。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]User Authentication Problem[/font][br][br][font size = ""10"" color=""f36a7c""]For User Authentication, please refer to the website.[/font]"
AUTH_WRONG_PASSWORD	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]密码确认[/font][br][br][font size = ""10"" color= ""f36a7c""]密码不正确[br]请检查您是否开启了大写锁定。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Password Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]Incorrect password[br]Please check to see if you have Caps Lock on.[/font]"
CANT_MOVE_ITEM_TO_MASCOT_BAG	2	2	lang0,taiwan	taiwan:local_sync_data.dat:物品不能被移到宠物背包里 | lang0:lang0.pak:Items can't be moved to the Pet backpack
CASHITEM_FAIL	2	2	lang0,taiwan	taiwan:local_sync_data.dat:黑石头HoiPoi没有了。 | lang0:lang0.pak:Black Stone HoiPoi isn't available.
CASHITEM_FAIL_BANK_ALREADY_EXIST	2	2	lang0,taiwan	taiwan:local_sync_data.dat:共享仓库已经存在。 | lang0:lang0.pak:Shared Warehouse already exists.
CASHITEM_FAIL_CANT_BUY_CURRENT_SERVER	2	2	lang0,taiwan	taiwan:local_sync_data.dat:这个道具在这个服务器上买不到。 | lang0:lang0.pak:This item can't be bought on this server.
CASHITEM_FAIL_CANT_FIND_CHARNAME	2	2	lang0,taiwan	taiwan:local_sync_data.dat:找不到名字。 | lang0:lang0.pak:Can't find name.
CASHITEM_FAIL_CANT_GIFT_MYSELF	2	2	lang0,taiwan	taiwan:local_sync_data.dat:不能赠送给自己。 | lang0:lang0.pak:Can't be gifted to yourself.
CASHITEM_FAIL_CANT_RENEWAL	2	2	lang0,taiwan	taiwan:local_sync_data.dat:你不能延长这个道具的有效期。 | lang0:lang0.pak:You can't renew the expiration date on this item.
CASHITEM_FAIL_CONFIRM_ERROR	2	2	lang0,taiwan	taiwan:local_sync_data.dat:购买系统确认失败，请再试。 | lang0:lang0.pak:Purchase system failed to confirm, please try again.
CASHITEM_FAIL_NEED_MORE_CASH	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]现金余额[/font][br][br][font size = ""10"" color= ""f36a7c""]您是否希望补充现金余额？[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Cash Balance[/font][br][br][font size = ""10"" color=""f36a7c""]Do you wish to refill your cash balance?[/font]"
CASHITEM_FAIL_NETWORK_ERROR	2	2	lang0,taiwan	taiwan:local_sync_data.dat:网络中存在一个问题。请在几分钟后再试。 | lang0:lang0.pak:There is a problem in the network. Please try again in a few minutes.
CASHITEM_FAIL_NOT_DEFINED_SYSTEM	2	2	lang0,taiwan	taiwan:local_sync_data.dat:这个服务器不能使用这个现金服务。 | lang0:lang0.pak:This server can't use this cash service.
CASHITEM_FAIL_NOT_EXIST_ITEM	2	2	lang0,taiwan	taiwan:local_sync_data.dat:这个道具不存在。 | lang0:lang0.pak:This item doesn't exist.
CASHITEM_FAIL_NOT_ON_SALE_ITEM	2	2	lang0,taiwan	taiwan:local_sync_data.dat:这个道具不能出售。 | lang0:lang0.pak:This item can't be sold.
CASHITEM_FAIL_NOT_READY_SERVICE	2	2	lang0,taiwan	taiwan:local_sync_data.dat:发生了一次服务器维护，请稍后再试。 | lang0:lang0.pak:A server maintenance has occurred, please try again later.
CASHITEM_FAIL_UNKNOWN_ERROR	2	2	lang0,taiwan	taiwan:local_sync_data.dat:发生了一个系统错误。请在几分钟后再试。 | lang0:lang0.pak:A system error has occurred. Please try again in a few minutes.
CHARACTER_AUTHKEY_CREATE_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色认证确认[/font][br][br][font size = ""10"" color= ""f36a7c""]角色认证检查失败。 [/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Authentication Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]Character authentication check failed.[/font]"
CHARACTER_AUTHKEY_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color=""f4d762""]认证确认[/font][br][br][font size = ""10"" color=""f36a7c""]角色认证失败，请再试[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Authentication Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]Character authentication failed, please try again[/font]"
CHARACTER_AUTHKEY_MISMATCH	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]认证确认[/font][br][br][font size = ""10"" color= ""f36a7c""]角色确认错误，请稍后再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Authentication Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]Character confirmation error, please try again later.[/font]"
CHARACTER_AUTHKEY_NOT_FOUND	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色确认[/font][br][br][font size = ""10"" color= ""f36a7c""]无法确认角色，请再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]Unable to confirm character, please try again.[/font]"
CHARACTER_BLOCK_STRING_INCLUDED	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]禁忌词[/font][br][br][font size = ""10"" color= ""f36a7c""]玩家说了一个禁忌词，请再试一次[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Taboo Word[/font][br][br][font size = ""10"" color=""f36a7c""]Player has said a Taboo word, please try again.[/font]"
CHARACTER_COMMON_CANT_DO_THAT_FOR_SOME_REASON	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]系统确认[/font][br][br][font size = ""10"" color= ""f36a7c""]由于系统问题，这个动作不能被处理[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]System Confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]Due to a system problem, this action can't be processed.[/font]"
CHARACTER_COUNT_OVER	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color=""f4d762""]角色创建[/font][br][br][font size = ""10"" color=""f36a7c""]你已经达到角色的最大数量[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Creation[/font][br][br][font size = ""10"" color=""f36a7c""]You already reached the max amount of Characters[/font]"
CHARACTER_COUNT_OVER_AND_DELETE_NFY	2	2	lang0,taiwan	taiwan:local_sync_data.dat:你的角色数超过了限制。  请在删除一个角色后登录。 | lang0:lang0.pak:Your character count exceeds the limit.  Please login after deleting a character.
CHARACTER_CREATE_VALUE_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color=""f4d762""]角色建立说明[/font][br][br][font size = ""10"" color=""f36a7c""]角色建立失败了。请稍后再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Build Instructions[/font][br][br][font size = ""10"" color=""f36a7c""]Character Build Failed. Please try again later.[/font]"
CHARACTER_DB_QUERY_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色服务器[/font][br][br][font size = ""10"" color= ""f36a7c""]出现数据库错误。[br]请向管理员报告。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Server[/font][br][br][font size = ""10"" color=""f36a7c""]A Database error appeared.[br]Please report to an Administrator.[/font]"
CHARACTER_DELETE_BUDOKAI_REGISTER_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色删除说明[/font][br][br][font size = ""10"" color= ""f36a7c""]你目前已经注册了武道会。[br]无法删除角色。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Removal Instructions[/font][br][br][font size = ""10"" color=""f36a7c""]You are currently registered for the Budokai.[br]Can't delete Character.[/font]"
CHARACTER_DELETE_CHAR_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""] [font size = ""12"" color = ""f4d762""] 角色删除 [/font][br][br][font size = ""10"" color = ""f36a7c"" ] 删除角色失败。[/font] | lang0:lang0.pak:[align = ""center""] [font size = ""12"" color = ""f4d762""] Character Deletion [/font][br][br][font size = ""10"" color = ""f36a7c""] Failed to delete the character. [/font]"
CHARACTER_DELETE_CHAR_FAIL_NOT_MATCH_CODE	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色删除[/font][br][br]font size = ""10"" color= ""f36a7c""]你输入的密码不正确[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Deletion[/font][br][br]font size = ""10"" color=""f36a7c""]The password you entered was incorrect.[/font]"
CHARACTER_DELETE_CHAR_TMP_FAIL	2	2	lang0,taiwan	taiwan:local_sync_data.dat:有现金商店货物的角色不能被删除。 | lang0:lang0.pak:Characters with cash-shop goods can't be deleted.
CHARACTER_DELETE_GUILD_LEADER_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色删除[/font][br][br][font size = ""10"" color= ""f36a7c""]无法删除角色[br]请离开你的流派[/font]。 | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Deletion[/font][br][br][font size = ""10"" color=""f36a7c""]Unable to delete character[br]Please leave your guild.[/font]"
CHARACTER_DISCONNECTED_FORCEDLY	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色服务器[/font][br][br][font size = ""10"" color= ""f36a7c""]您的连接已被断开[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Server[/font][br][br][font size = ""10"" color=""f36a7c""]Your connection has been disconnected.[/font]"
CHARACTER_DISCONNECTED_TEMPORARILY	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色服务器[/font][br][br][font size = ""10"" color= ""f36a7c""]您的连接已被断开[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Server[/font][br][br][font size = ""10"" color=""f36a7c""]Your connection has been disconnected.[/font]"
CHARACTER_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色服务器[/font][br][br][font size = ""10"" color= ""f36a7c""]出现未知错误。[br]请联系一名管理员。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Server[/font][br][br][font size = ""10"" color=""f36a7c""]An unknown error appeared.[br]Please contact one Administrator.[/font]"
CHARACTER_NAME_NOT_EXIST	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色检查[/font][br][br][font size = ""10"" color= ""f36a7c"" ]角色不存在[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Check[/font][br][br][font size = ""10"" color=""f36a7c""]Character doesn't exist[/font]"
CHARACTER_NO_PREMIUM_SLOT	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色创建公告[/font][br][br][font size = ""10"" color= ""f36a7c""]无法创建一个高级角色，因为[br]你没有可用的高级插槽[/font]。 | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Creation Announcement[/font][br][br][font size = ""10"" color=""f36a7c""]Can't create a premium character because[br]you have no premium slots available.[/font]"
CHARACTER_RACE_NOT_ALLOWED	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色创建[/font][br][br][font size = ""10"" color= ""f36a7c""]该种族已被封锁[/font]。 | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Creation[/font][br][br][font size = ""10"" color=""f36a7c""]The race has been blocked.[/font]"
CHARACTER_SAMENAME_EXIST	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色名称[/font][br][br][font size = ""10"" color= ""f36a7c"" ]角色名称已经存在。 | lang0:lang0.pak:[align = ""center""][Font size = ""12"" color=""f4d762""]Character Name[/font][br][br][font size = ""10"" color=""f36a7c""]Character Name already exists.[/font]"
CHARACTER_SERVER_IS_UNDER_CONSTRUCTION	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色服务器[/font][br][br][font size = ""10"" color= ""f36a7c""]服务器正在建设中。[br]请以后再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Server[/font][br][br][font size = ""10"" color=""f36a7c""]Server under construction.[br]Please try again later.[/font]"
CHARACTER_SERVER_LOCKED	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色服务器[/font][br][br][font size = ""10"" color= ""f36a7c""]连接到服务器已经被锁定。稍后再试。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Server[/font][br][br][font size = ""10"" color=""f36a7c""]This Channel is for Verified Players, Try other Channel.[/font]"
CHARACTER_TEMPORARY_BLOCK	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]角色服务器[/font][br][br][font size = ""10"" color= ""f36a7c""]连接已被暂时封锁。[br] 请以后再尝试。] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Server[/font][br][br][font size = ""10"" color=""f36a7c""]This Channel is for Verified Players.[br] Try other Channel.[/font]"
CHARACTER_TOO_LONG_NAME	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color=""f4d762""]角色创建[/font][br][br][font size = ""10"" color=""f36a7c""]角色名称太长[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Creation[/font][br][br][font size = ""10"" color=""f36a7c""]Character Name is too long[/font]"
CHARACTER_TOO_SHORT_NAME	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color=""f4d762""]角色创建[/font][br][br][font size = ""10"" color=""f36a7c""]角色名称太短[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Character Creation[/font][br][br][font size = ""10"" color=""f36a7c""]Character Name is too short[/font]"
CHARACTER_USER_BLOCK	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]账户被封锁[/font][br][br][font size = ""10"" color= ""f36a7c""]该账户已被封锁[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Account Blocked[/font][br][br][font size = ""10"" color=""f36a7c""]The account has been blocked[/font]"
CHARACTER_USER_EXIST	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]游戏连接[/font][br][br][font size = ""10"" color= ""f36a7c""]该角色目前在线。[br]请稍后再试[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Game Connection[/font][br][br][font size = ""10"" color=""f36a7c""]The character is currently online.[br]Please try again later[/font]"
CHARACTER_USER_EXIST_IN_GAME_SERVER	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]游戏连接[/font][br][br][font size = ""10"" color= ""f36a7c""]角色已经在线。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Game Connection[/font][br][br][font size = ""10"" color=""f36a7c""]Character already online.[/font]"
CHARACTER_USER_ITEM_CREATE_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]道具确认[/font][br][br][font size = ""10"" color= ""f36a7c""]角色道具生成失败。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Item confirmation[/font][br][br][font size = ""10"" color=""f36a7c""]Character items generation failed.[/font]"
CHARACTER_USER_QUICK_SLOT_CREATE_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]快速插槽检查[/font][br][br][font size = ""10"" color= ""f36a7c""]无法初始化用户的角色快速插槽。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Quick Slot Check[/font][br][br][font size = ""10"" color=""f36a7c""]Could not initialize the user's character quick slot.[/font]"
CHARACTER_USER_SHOULD_WAIT_FOR_CONNECT	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]正在连接[/font][br][br][font size = ""10"" color= ""f36a7c""]等待连接。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Connecting[/font][br][br][font size = ""10"" color=""f36a7c""]Waiting to connect.[/font]"
CHARACTER_USER_SKILL_CREATE_FAIL	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]技能检查[/font][br][br][font size = ""10"" color= ""f36a7c""]创建人物技能失败。 [/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Skill Check[/font][br][br][font size = ""10"" color=""f36a7c""]Failed to create the character skill.[/font]"
CHARACTER_WRONG_SERVER_FARM_SELECTED	2	2	lang0,taiwan	"taiwan:local_sync_data.dat:[align = ""center""][font size = ""12"" color= ""f4d762""]服务器选择通知[/font][br][br][font size = ""10"" color= ""f36a7c""]你选错了服务器。[br]请选择另一个服务器。[/font] | lang0:lang0.pak:[align = ""center""][font size = ""12"" color=""f4d762""]Server Selection Notice[/font][br][br][font size = ""10"" color=""f36a7c""]You've selected the wrong server.[br]Please select a different server.[/font]"
CHARTITLE_NO_HAVE	2	2	lang0,taiwan	taiwan:local_sync_data.dat:非玩家拥有的称谓号 | lang0:lang0.pak:No char with this title.
CHARTITLE_TITLE_IS_ON_PROGRESS	2	2	lang0,taiwan	taiwan:local_sync_data.dat:处理标题。 | lang0:lang0.pak:Processing Title.
